Data as of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,HRR Name,HRR Number,State,Total Deaths,COVID-19 Deaths,Total Deaths over 65 years,COVID-19 Deaths over 65 years,Total Deaths 65 to 74 years,COVID-19 Deaths 65 to 74 years,Total Deaths 75 to 84 years,COVID-19 Deaths 75 to 84 years,Total Deaths over 85 years,COVID-19 Deaths over 85 years,Footnote,Accuracy_index
22/08/2021,19/03/2017,25/03/2017,2017,12,25/03/2017,AK- ANCHORAGE,10,AK,21.91663135,0,12.7747423,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.895966242
22/08/2021,26/03/2017,01/04/2017,2017,13,01/04/2017,AK- ANCHORAGE,10,AK,18.76895264,0,10.72778152,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.925266568
22/08/2021,02/04/2017,08/04/2017,2017,14,08/04/2017,AK- ANCHORAGE,10,AK,17.12567038,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.927715067
22/08/2021,09/04/2017,15/04/2017,2017,15,15/04/2017,AK- ANCHORAGE,10,AK,22.11876277,0,12.34086093,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.897133468
22/08/2021,16/04/2017,22/04/2017,2017,16,22/04/2017,AK- ANCHORAGE,10,AK,14.61595734,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.91885457
22/08/2021,23/04/2017,29/04/2017,2017,17,29/04/2017,AK- ANCHORAGE,10,AK,20.40942313,0,13.12365414,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.88943034
22/08/2021,30/04/2017,06/05/2017,2017,18,06/05/2017,AK- ANCHORAGE,10,AK,18.65564302,0,10.12618852,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.890901693
22/08/2021,07/05/2017,13/05/2017,2017,19,13/05/2017,AK- ANCHORAGE,10,AK,19.6104887,0,11.26673434,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.913905476
22/08/2021,14/05/2017,20/05/2017,2017,20,20/05/2017,AK- ANCHORAGE,10,AK,14.73431883,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.927057535
22/08/2021,21/05/2017,27/05/2017,2017,21,27/05/2017,AK- ANCHORAGE,10,AK,18.30788152,0,12.64683603,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.920760992
22/08/2021,28/05/2017,03/06/2017,2017,22,03/06/2017,AK- ANCHORAGE,10,AK,16.91704952,0,11.16345527,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.931175913
22/08/2021,04/06/2017,10/06/2017,2017,23,10/06/2017,AK- ANCHORAGE,10,AK,18.615121,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.914285634
22/08/2021,11/06/2017,17/06/2017,2017,24,17/06/2017,AK- ANCHORAGE,10,AK,20.50168748,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.955984743
22/08/2021,18/06/2017,24/06/2017,2017,25,24/06/2017,AK- ANCHORAGE,10,AK,19.02749528,0,10.59284655,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.910917716
22/08/2021,25/06/2017,01/07/2017,2017,26,01/07/2017,AK- ANCHORAGE,10,AK,18.76050046,0,11.10519394,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.899849486
22/08/2021,02/07/2017,08/07/2017,2017,27,08/07/2017,AK- ANCHORAGE,10,AK,19.45074349,0,10.46062901,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.89518903
22/08/2021,09/07/2017,15/07/2017,2017,28,15/07/2017,AK- ANCHORAGE,10,AK,14.45242323,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.903180796
22/08/2021,16/07/2017,22/07/2017,2017,29,22/07/2017,AK- ANCHORAGE,10,AK,18.83574358,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.891018556
22/08/2021,23/07/2017,29/07/2017,2017,30,29/07/2017,AK- ANCHORAGE,10,AK,15.55057298,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.902985085
22/08/2021,30/07/2017,05/08/2017,2017,31,05/08/2017,AK- ANCHORAGE,10,AK,10.06410168,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906723306
22/08/2021,06/08/2017,12/08/2017,2017,32,12/08/2017,AK- ANCHORAGE,10,AK,16.63877527,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.852125576
22/08/2021,13/08/2017,19/08/2017,2017,33,19/08/2017,AK- ANCHORAGE,10,AK,18.42137558,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.905919342
22/08/2021,20/08/2017,26/08/2017,2017,34,26/08/2017,AK- ANCHORAGE,10,AK,22.58185295,0,14.31734745,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.888191307
22/08/2021,27/08/2017,02/09/2017,2017,35,02/09/2017,AK- ANCHORAGE,10,AK,16.13090671,0,11.31292213,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.927820667
22/08/2021,03/09/2017,09/09/2017,2017,36,09/09/2017,AK- ANCHORAGE,10,AK,19.55798184,0,10.2368849,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.897562906
22/08/2021,10/09/2017,16/09/2017,2017,37,16/09/2017,AK- ANCHORAGE,10,AK,20.95639588,0,12.24231412,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.950958209
22/08/2021,17/09/2017,23/09/2017,2017,38,23/09/2017,AK- ANCHORAGE,10,AK,20.67773865,0,12.00559395,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.921679003
22/08/2021,24/09/2017,30/09/2017,2017,39,30/09/2017,AK- ANCHORAGE,10,AK,27.50645494,0,16.00105881,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.921525532
22/08/2021,01/10/2017,07/10/2017,2017,40,07/10/2017,AK- ANCHORAGE,10,AK,19.19360602,0,10.96883972,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.92497089
22/08/2021,08/10/2017,14/10/2017,2017,41,14/10/2017,AK- ANCHORAGE,10,AK,19.84394795,0,11.13507859,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.85778993
22/08/2021,15/10/2017,21/10/2017,2017,42,21/10/2017,AK- ANCHORAGE,10,AK,19.52630201,0,13.19976458,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.911996238
22/08/2021,22/10/2017,28/10/2017,2017,43,28/10/2017,AK- ANCHORAGE,10,AK,24.02481305,0,13.76562555,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.895405861
22/08/2021,29/10/2017,04/11/2017,2017,44,04/11/2017,AK- ANCHORAGE,10,AK,17.83788373,0,10.13440697,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.914795327
22/08/2021,05/11/2017,11/11/2017,2017,45,11/11/2017,AK- ANCHORAGE,10,AK,19.29280474,0,10.30628204,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.892011191
22/08/2021,12/11/2017,18/11/2017,2017,46,18/11/2017,AK- ANCHORAGE,10,AK,22.24683378,0,13.6180285,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.923295379
22/08/2021,19/11/2017,25/11/2017,2017,47,25/11/2017,AK- ANCHORAGE,10,AK,13.97217384,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.904110071
22/08/2021,26/11/2017,02/12/2017,2017,48,02/12/2017,AK- ANCHORAGE,10,AK,23.15560853,0,13.87647681,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.921767707
22/08/2021,03/12/2017,09/12/2017,2017,49,09/12/2017,AK- ANCHORAGE,10,AK,18.0992663,0,10.54677563,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.948689933
22/08/2021,10/12/2017,16/12/2017,2017,50,16/12/2017,AK- ANCHORAGE,10,AK,22.48374684,0,12.90664587,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.903460987
22/08/2021,17/12/2017,23/12/2017,2017,51,23/12/2017,AK- ANCHORAGE,10,AK,21.05990164,0,12.38607439,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.956556388
22/08/2021,24/12/2017,30/12/2017,2017,52,30/12/2017,AK- ANCHORAGE,10,AK,20.34169024,0,13.52118818,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.897127836
22/08/2021,31/12/2017,06/01/2018,2018,1,06/01/2018,AK- ANCHORAGE,10,AK,18.1691323,0,10.27799547,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.892892594
22/08/2021,07/01/2018,13/01/2018,2018,2,13/01/2018,AK- ANCHORAGE,10,AK,22.05716028,0,13.16789326,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.89105094
22/08/2021,14/01/2018,20/01/2018,2018,3,20/01/2018,AK- ANCHORAGE,10,AK,20.38953664,0,11.32694433,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.94171333
22/08/2021,21/01/2018,27/01/2018,2018,4,27/01/2018,AK- ANCHORAGE,10,AK,21.38196587,0,12.63101301,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.885820247
22/08/2021,28/01/2018,03/02/2018,2018,5,03/02/2018,AK- ANCHORAGE,10,AK,17.81460398,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.902051586
22/08/2021,04/02/2018,10/02/2018,2018,6,10/02/2018,AK- ANCHORAGE,10,AK,12.77630377,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906807785
22/08/2021,11/02/2018,17/02/2018,2018,7,17/02/2018,AK- ANCHORAGE,10,AK,19.56368843,0,10.62524869,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.905732079
22/08/2021,18/02/2018,24/02/2018,2018,8,24/02/2018,AK- ANCHORAGE,10,AK,20.49741422,0,12.56725347,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.950589315
22/08/2021,25/02/2018,03/03/2018,2018,9,03/03/2018,AK- ANCHORAGE,10,AK,21.47699833,0,13.07076289,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.907458278
22/08/2021,04/03/2018,10/03/2018,2018,10,10/03/2018,AK- ANCHORAGE,10,AK,23.35418054,0,14.12795555,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.92574247
22/08/2021,11/03/2018,17/03/2018,2018,11,17/03/2018,AK- ANCHORAGE,10,AK,14.8095155,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.902932989
22/08/2021,18/03/2018,24/03/2018,2018,12,24/03/2018,AK- ANCHORAGE,10,AK,18.6731852,0,12.83892142,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.894806056
22/08/2021,25/03/2018,31/03/2018,2018,13,31/03/2018,AK- ANCHORAGE,10,AK,17.68994736,0,10.50355025,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908348129
22/08/2021,01/04/2018,07/04/2018,2018,14,07/04/2018,AK- ANCHORAGE,10,AK,21.4740683,0,15.2580245,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.92904562
22/08/2021,08/04/2018,14/04/2018,2018,15,14/04/2018,AK- ANCHORAGE,10,AK,20.42966021,0,12.31075101,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.934835286
22/08/2021,15/04/2018,21/04/2018,2018,16,21/04/2018,AK- ANCHORAGE,10,AK,19.85374195,0,11.27698453,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.922032409
22/08/2021,22/04/2018,28/04/2018,2018,17,28/04/2018,AK- ANCHORAGE,10,AK,18.92278005,0,13.80016924,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.932026341
22/08/2021,29/04/2018,05/05/2018,2018,18,05/05/2018,AK- ANCHORAGE,10,AK,22.33143583,0,15.26181059,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.895952162
22/08/2021,06/05/2018,12/05/2018,2018,19,12/05/2018,AK- ANCHORAGE,10,AK,13.677588,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.894462506
22/08/2021,13/05/2018,19/05/2018,2018,20,19/05/2018,AK- ANCHORAGE,10,AK,16.34135232,0,12.37112432,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.90248384
22/08/2021,20/05/2018,26/05/2018,2018,21,26/05/2018,AK- ANCHORAGE,10,AK,15.82927949,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.910769876
22/08/2021,27/05/2018,02/06/2018,2018,22,02/06/2018,AK- ANCHORAGE,10,AK,13.25715859,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.889452868
22/08/2021,03/06/2018,09/06/2018,2018,23,09/06/2018,AK- ANCHORAGE,10,AK,16.64088163,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.901750276
22/08/2021,10/06/2018,16/06/2018,2018,24,16/06/2018,AK- ANCHORAGE,10,AK,17.95827273,0,10.02427098,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.892518068
22/08/2021,17/06/2018,23/06/2018,2018,25,23/06/2018,AK- ANCHORAGE,10,AK,17.65599925,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.902645759
22/08/2021,24/06/2018,30/06/2018,2018,26,30/06/2018,AK- ANCHORAGE,10,AK,14.4638871,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.839488842
22/08/2021,01/07/2018,07/07/2018,2018,27,07/07/2018,AK- ANCHORAGE,10,AK,18.07082203,0,10.05204222,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906253036
22/08/2021,08/07/2018,14/07/2018,2018,28,14/07/2018,AK- ANCHORAGE,10,AK,26.44457367,0,16.00620221,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.892810931
22/08/2021,15/07/2018,21/07/2018,2018,29,21/07/2018,AK- ANCHORAGE,10,AK,16.46498393,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.868697649
22/08/2021,22/07/2018,28/07/2018,2018,30,28/07/2018,AK- ANCHORAGE,10,AK,16.09165469,0,11.40184672,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.922015513
